,Alice_a,out
1664,9,369.0
1665,50,410.0
1666,84,444.0
1667,80,440.0
1668,44,404.0
1669,22,382.0
1670,37,397.0
1671,22,382.0
1672,23,383.0
1673,16,376.0
1674,15,375.0
1675,40,400.0
1676,9,369.0
1677,45,405.0
1678,69,429.0
1679,69,429.0
1680,31,391.0
1681,20,380.0
1682,57,417.0
1683,36,396.0
1684,7,367.0
1685,44,404.0
1686,99,459.0
1687,73,433.0
1688,21,381.0
1689,94,454.0
1690,71,431.0
1691,72,432.0
1692,28,388.0
1693,68,428.0
1694,21,381.0
1695,64,424.0
1696,25,385.0
1697,55,415.0
1698,30,390.0
1699,6,366.0
1700,85,445.0
1701,93,453.0
1702,14,374.0
1703,56,416.0
1704,47,407.0
1705,40,400.0
1706,46,406.0
1707,7,367.0
1708,52,412.0
1709,15,375.0
1710,53,413.0
1711,5,365.0
1712,80,440.0
1713,71,431.0
1714,40,400.0
1715,62,422.0
1716,74,434.0
1717,38,398.0
1718,62,422.0
1719,62,422.0
1720,51,411.0
1721,78,438.0
1722,45,405.0
1723,51,411.0
1724,82,442.0
1725,99,459.0
1726,10,370.0
1727,53,413.0
1728,44,404.0
1729,1,361.0
1730,94,454.0
1731,100,460.0
1732,5,365.0
1733,31,391.0
1734,67,427.0
1735,36,396.0
1736,59,419.0
1737,21,381.0
1738,60,420.0
1739,46,406.0
1740,7,367.0
1741,75,435.0
1742,88,448.0
1743,30,390.0
1744,94,454.0
1745,22,382.0
1746,35,395.0
1747,1,361.0
1748,89,449.0
1749,100,460.0
1750,44,404.0
1751,13,373.0
1752,49,409.0
1753,9,369.0
1754,72,432.0
1755,35,395.0
1756,87,447.0
1757,66,426.0
1758,15,375.0
1759,13,373.0
1760,5,365.0
1761,97,457.0
1762,25,385.0
1763,39,399.0
1764,69,429.0
1765,96,456.0
1766,52,412.0
1767,77,437.0
1768,71,431.0
1769,97,457.0
1770,64,424.0
1771,11,371.0
1772,78,438.0
1773,16,376.0
1774,94,454.0
1775,36,396.0
1776,79,439.0
1777,20,380.0
1778,92,452.0
1779,74,434.0
1780,46,406.0
1781,83,443.0
1782,11,371.0
1783,33,393.0
1784,14,374.0
1785,2,362.0
1786,3,363.0
1787,12,372.0
1788,61,421.0
1789,59,419.0
1790,36,396.0
1791,65,425.0
1792,36,396.0
1793,17,377.0
1794,27,387.0
1795,70,430.0
1796,31,391.0
1797,74,434.0
1798,42,402.0
1799,16,376.0
1800,60,420.0
1801,27,387.0
1802,30,390.0
1803,13,373.0
1804,98,458.0
1805,85,445.0
1806,61,421.0
1807,66,426.0
1808,50,410.0
1809,91,451.0
1810,72,432.0
1811,60,420.0
1812,89,449.0
1813,18,378.0
1814,45,405.0
1815,15,375.0
1816,48,408.0
1817,8,368.0
1818,46,406.0
1819,58,418.0
1820,41,401.0
1821,74,434.0
1822,79,439.0
1823,20,380.0
1824,44,404.0
1825,42,402.0
1826,9,369.0
1827,90,450.0
1828,29,389.0
1829,23,383.0
1830,10,370.0
1831,85,445.0
1832,8,368.0
1833,72,432.0
1834,42,402.0
1835,80,440.0
1836,46,406.0
1837,77,437.0
1838,87,447.0
1839,65,425.0
1840,8,368.0
1841,29,389.0
1842,15,375.0
1843,40,400.0
1844,32,392.0
1845,80,440.0
1846,69,429.0
1847,60,420.0
1848,7,367.0
1849,7,367.0
1850,30,390.0
1851,62,422.0
1852,13,373.0
1853,19,379.0
1854,77,437.0
1855,98,458.0
1856,17,377.0
1857,80,440.0
1858,78,438.0
1859,11,371.0
1860,3,363.0
1861,94,454.0
1862,64,424.0
1863,38,398.0
1864,4,364.0
1865,15,375.0
1866,22,382.0
1867,20,380.0
1868,35,395.0
1869,99,459.0
1870,7,367.0
1871,69,429.0
1872,29,389.0
1873,79,439.0
1874,14,374.0
1875,46,406.0
1876,76,436.0
1877,74,434.0
1878,99,459.0
1879,88,448.0
1880,97,457.0
1881,57,417.0
1882,33,393.0
1883,33,393.0
1884,9,369.0
1885,56,416.0
1886,11,371.0
1887,59,419.0
1888,21,381.0
1889,50,410.0
1890,50,410.0
1891,33,393.0
1892,13,373.0
1893,75,435.0
1894,80,440.0
1895,85,445.0
1896,38,398.0
1897,78,438.0
1898,46,406.0
1899,27,387.0
1900,30,390.0
1901,27,387.0
1902,27,387.0
1903,44,404.0
1904,40,400.0
1905,8,368.0
1906,20,380.0
1907,69,429.0
1908,90,450.0
1909,41,401.0
1910,32,392.0
1911,88,448.0
1912,18,378.0
1913,12,372.0
1914,30,390.0
1915,12,372.0
1916,90,450.0
1917,13,373.0
1918,93,453.0
1919,86,446.0
1920,16,376.0
1921,91,451.0
1922,96,456.0
1923,30,390.0
1924,3,363.0
1925,76,436.0
1926,7,367.0
1927,99,459.0
1928,26,386.0
1929,43,403.0
1930,14,374.0
1931,26,386.0
1932,34,394.0
1933,19,379.0
1934,4,364.0
1935,92,452.0
1936,46,406.0
1937,84,444.0
1938,49,409.0
1939,48,408.0
1940,11,371.0
1941,2,362.0
1942,21,381.0
1943,60,420.0
1944,56,416.0
1945,92,452.0
1946,32,392.0
1947,79,439.0
1948,48,408.0
1949,42,402.0
1950,91,451.0
1951,75,435.0
1952,94,454.0
1953,74,434.0
1954,22,382.0
1955,61,421.0
1956,0,360.0
1957,63,423.0
1958,30,390.0
1959,13,373.0
1960,10,370.0
1961,20,380.0
1962,57,417.0
1963,72,432.0
1964,95,455.0
1965,66,426.0
1966,100,460.0
1967,27,387.0
1968,68,428.0
1969,45,405.0
1970,23,383.0
1971,90,450.0
1972,46,406.0
1973,37,397.0
1974,73,433.0
1975,91,451.0
1976,19,379.0
1977,84,444.0
1978,28,388.0
1979,47,407.0
1980,21,381.0
1981,41,401.0
1982,58,418.0
1983,88,448.0
1984,36,396.0
1985,7,367.0
1986,41,401.0
1987,53,413.0
1988,70,430.0
1989,85,445.0
1990,37,397.0
1991,28,388.0
1992,29,389.0
1993,46,406.0
1994,0,360.0
1995,60,420.0
1996,71,431.0
1997,41,401.0
1998,44,404.0
1999,93,453.0
2000,97,457.0
2001,85,445.0
2002,25,385.0
2003,13,373.0
2004,49,409.0
2005,67,427.0
2006,73,433.0
2007,33,393.0
2008,20,380.0
2009,24,384.0
2010,92,452.0
2011,54,414.0
2012,7,367.0
2013,98,458.0
2014,93,453.0
2015,53,413.0
2016,16,376.0
2017,1,361.0
2018,90,450.0
2019,62,422.0
2020,58,418.0
2021,77,437.0
2022,84,444.0
2023,67,427.0
2024,63,423.0
2025,36,396.0
2026,43,403.0
2027,68,428.0
2028,8,368.0
2029,32,392.0
2030,22,382.0
2031,88,448.0
2032,26,386.0
2033,70,430.0
2034,80,440.0
2035,59,419.0
2036,99,459.0
2037,91,451.0
2038,26,386.0
2039,97,457.0
2040,95,455.0
2041,30,390.0
2042,84,444.0
2043,92,452.0
2044,45,405.0
2045,4,364.0
2046,72,432.0
2047,26,386.0
2048,71,431.0
2049,61,421.0
2050,5,365.0
2051,28,388.0
2052,97,457.0
2053,22,382.0
2054,16,376.0
2055,90,450.0
2056,21,381.0
2057,34,394.0
2058,7,367.0
2059,45,405.0
2060,3,363.0
2061,59,419.0
2062,91,451.0
2063,55,415.0
2064,14,374.0
2065,96,456.0
2066,72,432.0
2067,41,401.0
2068,47,407.0
2069,62,422.0
2070,96,456.0
2071,99,459.0
2072,20,380.0
2073,69,429.0
2074,26,386.0
2075,27,387.0
2076,88,448.0
2077,3,363.0
2078,67,427.0
2079,56,416.0
2080,55,415.0
2081,54,414.0
2082,21,381.0
2083,50,410.0
2084,29,389.0
2085,91,451.0
2086,11,371.0
2087,84,444.0
2088,64,424.0
2089,88,448.0
2090,61,421.0
2091,97,457.0
2092,78,438.0
2093,86,446.0
2094,99,459.0
2095,94,454.0
2096,6,366.0
2097,96,456.0
2098,76,436.0
2099,15,375.0
2100,78,438.0
2101,88,448.0
2102,50,410.0
2103,18,378.0
2104,17,377.0
2105,43,403.0
2106,59,419.0
2107,13,373.0
2108,9,369.0
2109,45,405.0
2110,28,388.0
2111,98,458.0
2112,41,401.0
2113,15,375.0
2114,7,367.0
2115,4,364.0
2116,57,417.0
2117,68,428.0
2118,93,453.0
2119,35,395.0
2120,26,386.0
2121,100,460.0
2122,16,376.0
2123,30,390.0
2124,10,370.0
2125,95,455.0
2126,3,363.0
2127,20,380.0
2128,46,406.0
2129,57,417.0
2130,95,455.0
2131,62,422.0
2132,35,395.0
2133,94,454.0
2134,32,392.0
2135,34,394.0
2136,7,367.0
2137,37,397.0
2138,92,452.0
2139,89,449.0
2140,87,447.0
2141,62,422.0
2142,39,399.0
2143,83,443.0
2144,65,425.0
2145,5,365.0
2146,89,449.0
2147,7,367.0
2148,52,412.0
2149,35,395.0
2150,91,451.0
2151,73,433.0
2152,20,380.0
2153,14,374.0
2154,41,401.0
2155,75,435.0
2156,94,454.0
2157,31,391.0
2158,80,440.0
2159,15,375.0
2160,59,419.0
2161,47,407.0
2162,7,367.0
2163,92,452.0
2164,31,391.0
2165,45,405.0
2166,54,414.0
2167,60,420.0
2168,92,452.0
2169,89,449.0
2170,33,393.0
2171,9,369.0
2172,14,374.0
2173,25,385.0
2174,54,414.0
2175,81,441.0
2176,12,372.0
2177,35,395.0
2178,12,372.0
2179,58,418.0
2180,51,411.0
2181,25,385.0
2182,77,437.0
2183,30,390.0
2184,65,425.0
2185,60,420.0
2186,93,453.0
2187,93,453.0
2188,82,442.0
2189,70,430.0
2190,92,452.0
2191,31,391.0
2192,33,393.0
2193,74,434.0
2194,70,430.0
2195,1,361.0
2196,84,444.0
2197,81,441.0
2198,96,456.0
2199,70,430.0
2200,11,371.0
2201,29,389.0
2202,4,364.0
2203,48,408.0
2204,78,438.0
2205,45,405.0
2206,29,389.0
2207,12,372.0
2208,90,450.0
2209,85,445.0
2210,6,366.0
2211,54,414.0
2212,43,403.0
2213,52,412.0
2214,66,426.0
2215,90,450.0
2216,15,375.0
2217,99,459.0
2218,36,396.0
2219,78,438.0
2220,83,443.0
2221,19,379.0
2222,90,450.0
2223,40,400.0
2224,84,444.0
2225,11,371.0
2226,44,404.0
2227,61,421.0
2228,9,369.0
2229,84,444.0
2230,0,360.0
2231,94,454.0
2232,15,375.0
2233,19,379.0
2234,26,386.0
2235,61,421.0
2236,6,366.0
2237,0,360.0
2238,34,394.0
2239,4,364.0
2240,79,439.0
2241,97,457.0
2242,62,422.0
2243,42,402.0
2244,92,452.0
2245,91,451.0
2246,82,442.0
2247,27,387.0
2248,55,415.0
2249,91,451.0
2250,81,441.0
2251,81,441.0
2252,10,370.0
2253,24,384.0
2254,45,405.0
2255,46,406.0
2256,60,420.0
2257,97,457.0
2258,80,440.0
2259,28,388.0
2260,29,389.0
2261,62,422.0
2262,72,432.0
2263,55,415.0
2264,71,431.0
2265,76,436.0
2266,50,410.0
2267,55,415.0
2268,1,361.0
2269,19,379.0
2270,47,407.0
2271,8,368.0
2272,28,388.0
2273,80,440.0
2274,32,392.0
2275,94,454.0
2276,41,401.0
2277,62,422.0
2278,82,442.0
2279,87,447.0
2280,87,447.0
2281,66,426.0
2282,97,457.0
2283,47,407.0
2284,16,376.0
2285,100,460.0
2286,16,376.0
2287,89,449.0
2288,34,394.0
2289,50,410.0
2290,91,451.0
2291,31,391.0
2292,9,369.0
2293,65,425.0
2294,18,378.0
2295,39,399.0
2296,38,398.0
2297,46,406.0
2298,43,403.0
2299,22,382.0
2300,61,421.0
2301,0,360.0
2302,2,362.0
2303,27,387.0
2304,12,372.0
2305,56,416.0
2306,48,408.0
2307,6,366.0
2308,56,416.0
2309,72,432.0
2310,39,399.0
2311,63,423.0
2312,1,361.0
2313,70,430.0
2314,77,437.0
2315,23,383.0
2316,8,368.0
2317,31,391.0
2318,80,440.0
2319,63,423.0
2320,60,420.0
2321,90,450.0
2322,93,453.0
2323,80,440.0
2324,79,439.0
2325,8,368.0
2326,70,430.0
2327,4,364.0
2328,72,432.0
2329,0,360.0
2330,50,410.0
2331,79,439.0
2332,90,450.0
2333,96,456.0
2334,7,367.0
2335,15,375.0
2336,53,413.0
2337,26,386.0
2338,21,381.0
2339,61,421.0
2340,64,424.0
2341,86,446.0
2342,76,436.0
2343,47,407.0
2344,71,431.0
2345,28,388.0
2346,37,397.0
2347,7,367.0
2348,35,395.0
2349,66,426.0
2350,20,380.0
2351,74,434.0
2352,63,423.0
2353,74,434.0
2354,38,398.0
2355,85,445.0
2356,39,399.0
2357,95,455.0
2358,100,460.0
2359,63,423.0
2360,67,427.0
2361,53,413.0
2362,67,427.0
2363,74,434.0
2364,73,433.0
2365,41,401.0
2366,53,413.0
2367,9,369.0
2368,9,369.0
2369,5,365.0
2370,54,414.0
2371,62,422.0
2372,25,385.0
2373,46,406.0
2374,58,418.0
2375,77,437.0
2376,50,410.0
2377,17,377.0
2378,96,456.0
2379,96,456.0
2380,53,413.0
2381,81,441.0
2382,30,390.0
2383,40,400.0
2384,75,435.0
2385,70,430.0
2386,15,375.0
2387,95,455.0
2388,94,454.0
2389,43,403.0
2390,6,366.0
2391,90,450.0
2392,44,404.0
2393,36,396.0
2394,93,453.0
2395,10,370.0
2396,69,429.0
2397,5,365.0
2398,31,391.0
2399,83,443.0
2400,87,447.0
2401,69,429.0
2402,18,378.0
2403,31,391.0
2404,94,454.0
2405,21,381.0
2406,89,449.0
2407,20,380.0
2408,13,373.0
2409,47,407.0
2410,54,414.0
2411,84,444.0
2412,87,447.0
2413,99,459.0
2414,91,451.0
2415,83,443.0
2416,12,372.0
2417,35,395.0
2418,20,380.0
2419,100,460.0
2420,52,412.0
2421,94,454.0
2422,87,447.0
2423,74,434.0
2424,35,395.0
2425,5,365.0
2426,54,414.0
2427,51,411.0
2428,49,409.0
2429,98,458.0
2430,65,425.0
2431,87,447.0
2432,97,457.0
2433,63,423.0
2434,38,398.0
2435,44,404.0
2436,72,432.0
2437,11,371.0
2438,17,377.0
2439,96,456.0
2440,33,393.0
2441,48,408.0
2442,77,437.0
2443,74,434.0
2444,49,409.0
2445,42,402.0
2446,14,374.0
2447,37,397.0
2448,56,416.0
2449,42,402.0
2450,42,402.0
2451,77,437.0
2452,84,444.0
2453,28,388.0
2454,51,411.0
2455,67,427.0
2456,21,381.0
2457,65,425.0
2458,44,404.0
2459,39,399.0
2460,79,439.0
2461,53,413.0
2462,45,405.0
2463,92,452.0
2464,52,412.0
2465,36,396.0
2466,51,411.0
2467,35,395.0
2468,74,434.0
2469,0,360.0
2470,6,366.0
2471,82,442.0
2472,92,452.0
2473,53,413.0
2474,11,371.0
2475,58,418.0
2476,43,403.0
2477,46,406.0
2478,48,408.0
2479,39,399.0
2480,53,413.0
2481,83,443.0
2482,25,385.0
2483,42,402.0
2484,69,429.0
2485,16,376.0
2486,8,368.0
2487,49,409.0
2488,62,422.0
2489,64,424.0
2490,74,434.0
2491,86,446.0
2492,37,397.0
2493,0,360.0
2494,13,373.0
2495,82,442.0
2496,4,364.0
2497,20,380.0
2498,40,400.0
2499,39,399.0
2500,25,385.0
2501,31,391.0
2502,95,455.0
2503,27,387.0
2504,65,425.0
2505,30,390.0
2506,74,434.0
2507,61,421.0
2508,56,416.0
2509,67,427.0
2510,53,413.0
2511,10,370.0
2512,42,402.0
2513,15,375.0
2514,34,394.0
2515,62,422.0
2516,95,455.0
2517,95,455.0
2518,44,404.0
2519,50,410.0
2520,14,374.0
2521,70,430.0
2522,57,417.0
2523,67,427.0
2524,81,441.0
2525,65,425.0
2526,60,420.0
2527,67,427.0
2528,68,428.0
2529,29,389.0
2530,86,446.0
2531,47,407.0
2532,28,388.0
2533,26,386.0
2534,58,418.0
2535,94,454.0
2536,15,375.0
2537,39,399.0
2538,99,459.0
2539,87,447.0
2540,33,393.0
2541,26,386.0
2542,85,445.0
2543,50,410.0
2544,34,394.0
2545,2,362.0
2546,1,361.0
2547,20,380.0
2548,31,391.0
2549,26,386.0
2550,79,439.0
2551,92,452.0
2552,86,446.0
2553,80,440.0
2554,42,402.0
2555,17,377.0
2556,38,398.0
2557,59,419.0
2558,97,457.0
2559,89,449.0
2560,37,397.0
2561,83,443.0
2562,60,420.0
2563,20,380.0
2564,77,437.0
2565,38,398.0
2566,27,387.0
2567,88,448.0
2568,55,415.0
2569,69,429.0
2570,56,416.0
2571,56,416.0
2572,87,447.0
2573,69,429.0
2574,25,385.0
2575,86,446.0
2576,10,370.0
2577,20,380.0
2578,3,363.0
2579,93,453.0
2580,99,459.0
2581,52,412.0
2582,65,425.0
2583,97,457.0
2584,48,408.0
2585,100,460.0
2586,71,431.0
2587,25,385.0
2588,78,438.0
2589,77,437.0
2590,29,389.0
2591,82,442.0
2592,47,407.0
2593,36,396.0
2594,58,418.0
2595,48,408.0
2596,29,389.0
2597,65,425.0
2598,13,373.0
2599,13,373.0
2600,68,428.0
2601,15,375.0
2602,17,377.0
2603,25,385.0
2604,56,416.0
2605,0,360.0
2606,61,421.0
2607,12,372.0
2608,30,390.0
2609,77,437.0
2610,21,381.0
2611,54,414.0
2612,43,403.0
2613,43,403.0
2614,80,440.0
2615,27,387.0
2616,56,416.0
2617,50,410.0
2618,74,434.0
2619,76,436.0
2620,8,368.0
2621,71,431.0
2622,40,400.0
2623,21,381.0
2624,17,377.0
2625,7,367.0
2626,33,393.0
2627,41,401.0
2628,95,455.0
2629,49,409.0
2630,83,443.0
2631,47,407.0
2632,85,445.0
2633,75,435.0
2634,49,409.0
2635,57,417.0
2636,10,370.0
2637,14,374.0
2638,37,397.0
2639,32,392.0
2640,84,444.0
2641,74,434.0
2642,37,397.0
2643,23,383.0
2644,47,407.0
2645,39,399.0
2646,50,410.0
2647,83,443.0
2648,64,424.0
2649,7,367.0
2650,39,399.0
2651,73,433.0
2652,4,364.0
2653,94,454.0
2654,87,447.0
2655,25,385.0
2656,85,445.0
2657,0,360.0
2658,3,363.0
2659,97,457.0
2660,39,399.0
2661,35,395.0
2662,20,380.0
2663,5,365.0
2664,95,455.0
2665,24,384.0
2666,74,434.0
2667,38,398.0
2668,93,453.0
2669,52,412.0
2670,97,457.0
2671,2,362.0
2672,48,408.0
2673,64,424.0
2674,24,384.0
2675,8,368.0
2676,64,424.0
2677,94,454.0
2678,48,408.0
2679,66,426.0
2680,95,455.0
2681,64,424.0
2682,51,411.0
2683,71,431.0
2684,14,374.0
2685,12,372.0
2686,9,369.0
2687,52,412.0
2688,7,367.0
2689,78,438.0
2690,42,402.0
2691,38,398.0
2692,91,451.0
2693,25,385.0
2694,61,421.0
2695,11,371.0
2696,83,443.0
2697,61,421.0
2698,94,454.0
2699,26,386.0
2700,95,455.0
2701,29,389.0
2702,33,393.0
2703,65,425.0
2704,55,415.0
2705,68,428.0
2706,57,417.0
2707,57,417.0
2708,80,440.0
2709,83,443.0
2710,61,421.0
2711,83,443.0
2712,30,390.0
2713,50,410.0
2714,79,439.0
2715,100,460.0
2716,73,433.0
2717,22,382.0
2718,6,366.0
2719,25,385.0
2720,8,368.0
2721,48,408.0
2722,79,439.0
2723,54,414.0
2724,81,441.0
2725,61,421.0
2726,85,445.0
2727,88,448.0
2728,60,420.0
2729,4,364.0
2730,81,441.0
2731,15,375.0
2732,73,433.0
2733,5,365.0
2734,8,368.0
2735,36,396.0
2736,51,411.0
2737,32,392.0
2738,58,418.0
2739,20,380.0
2740,14,374.0
2741,78,438.0
2742,18,378.0
2743,100,460.0
2744,20,380.0
2745,41,401.0
2746,8,368.0
2747,14,374.0
2748,44,404.0
2749,3,363.0
2750,40,400.0
2751,5,365.0
2752,35,395.0
2753,42,402.0
2754,17,377.0
2755,18,378.0
2756,93,453.0
2757,13,373.0
2758,64,424.0
2759,50,410.0
2760,97,457.0
2761,88,448.0
2762,68,428.0
2763,53,413.0
2764,76,436.0
2765,24,384.0
2766,16,376.0
2767,85,445.0
2768,81,441.0
2769,60,420.0
2770,46,406.0
2771,42,402.0
2772,69,429.0
2773,62,422.0
2774,66,426.0
2775,50,410.0
2776,21,381.0
2777,25,385.0
2778,33,393.0
2779,55,415.0
2780,22,382.0
2781,95,455.0
2782,39,399.0
2783,2,362.0
2784,98,458.0
2785,56,416.0
2786,39,399.0
2787,2,362.0
2788,90,450.0
2789,25,385.0
2790,78,438.0
2791,42,402.0
2792,68,428.0
2793,54,414.0
2794,13,373.0
2795,46,406.0
2796,75,435.0
2797,76,436.0
2798,91,451.0
2799,34,394.0
2800,34,394.0
2801,87,447.0
2802,53,413.0
2803,5,365.0
2804,59,419.0
2805,46,406.0
2806,96,456.0
2807,34,394.0
2808,78,438.0
2809,74,434.0
2810,0,360.0
2811,35,395.0
2812,14,374.0
2813,95,455.0
2814,32,392.0
2815,49,409.0
2816,22,382.0
2817,19,379.0
2818,74,434.0
2819,94,454.0
2820,30,390.0
2821,8,368.0
2822,5,365.0
2823,14,374.0
2824,34,394.0
2825,92,452.0
2826,71,431.0
2827,68,428.0
2828,72,432.0
2829,0,360.0
2830,34,394.0
2831,94,454.0
2832,77,437.0
2833,13,373.0
2834,69,429.0
2835,43,403.0
2836,73,433.0
2837,22,382.0
2838,8,368.0
2839,75,435.0
2840,76,436.0
2841,35,395.0
2842,81,441.0
2843,56,416.0
2844,49,409.0
2845,94,454.0
2846,5,365.0
2847,27,387.0
2848,89,449.0
2849,30,390.0
2850,3,363.0
2851,3,363.0
2852,83,443.0
2853,38,398.0
2854,6,366.0
2855,75,435.0
2856,95,455.0
2857,22,382.0
2858,51,411.0
2859,10,370.0
2860,56,416.0
2861,76,436.0
2862,64,424.0
2863,49,409.0
2864,25,385.0
2865,2,362.0
2866,26,386.0
2867,37,397.0
2868,59,419.0
2869,87,447.0
2870,65,425.0
2871,73,433.0
2872,80,440.0
2873,51,411.0
2874,49,409.0
2875,14,374.0
2876,56,416.0
2877,49,409.0
2878,4,364.0
2879,47,407.0
2880,23,383.0
2881,20,380.0
2882,52,412.0
2883,50,410.0
2884,13,373.0
2885,8,368.0
2886,33,393.0
2887,79,439.0
2888,24,384.0
2889,50,410.0
2890,27,387.0
2891,21,381.0
2892,25,385.0
2893,66,426.0
2894,22,382.0
2895,38,398.0
2896,12,372.0
2897,99,459.0
2898,18,378.0
2899,39,399.0
2900,74,434.0
2901,11,371.0
2902,66,426.0
2903,75,435.0
2904,39,399.0
2905,94,454.0
2906,40,400.0
2907,98,458.0
2908,59,419.0
2909,87,447.0
2910,50,410.0
2911,25,385.0
2912,91,451.0
2913,65,425.0
2914,12,372.0
2915,21,381.0
2916,98,458.0
2917,57,417.0
2918,76,436.0
2919,66,426.0
2920,10,370.0
2921,85,445.0
2922,25,385.0
2923,7,367.0
2924,28,388.0
2925,5,365.0
2926,9,369.0
2927,91,451.0
2928,49,409.0
2929,93,453.0
2930,19,379.0
2931,72,432.0
2932,44,404.0
2933,24,384.0
2934,9,369.0
2935,100,460.0
2936,59,419.0
2937,7,367.0
2938,45,405.0
2939,32,392.0
2940,88,448.0
2941,42,402.0
2942,5,365.0
2943,2,362.0
2944,98,458.0
2945,2,362.0
2946,10,370.0
2947,74,434.0
2948,41,401.0
2949,81,441.0
2950,32,392.0
2951,37,397.0
2952,70,430.0
2953,97,457.0
2954,61,421.0
2955,67,427.0
2956,47,407.0
2957,4,364.0
2958,99,459.0
2959,37,397.0
2960,100,460.0
2961,74,434.0
2962,64,424.0
2963,26,386.0
2964,47,407.0
2965,71,431.0
2966,21,381.0
2967,19,379.0
2968,4,364.0
2969,3,363.0
2970,39,399.0
2971,81,441.0
2972,73,433.0
2973,6,366.0
2974,50,410.0
2975,45,405.0
2976,23,383.0
2977,19,379.0
2978,85,445.0
2979,87,447.0
2980,79,439.0
2981,4,364.0
2982,96,456.0
2983,5,365.0
2984,19,379.0
2985,22,382.0
2986,57,417.0
2987,39,399.0
2988,63,423.0
2989,35,395.0
2990,59,419.0
2991,26,386.0
2992,76,436.0
2993,61,421.0
2994,65,425.0
2995,65,425.0
2996,55,415.0
2997,63,423.0
2998,58,418.0
2999,36,396.0
3000,28,388.0
3001,2,362.0
3002,20,380.0
3003,73,433.0
3004,64,424.0
3005,56,416.0
3006,72,432.0
3007,40,400.0
3008,92,452.0
3009,86,446.0
3010,63,423.0
3011,62,422.0
3012,52,412.0
3013,15,375.0
3014,11,371.0
3015,85,445.0
3016,33,393.0
3017,95,455.0
3018,42,402.0
3019,4,364.0
3020,56,416.0
3021,60,420.0
3022,15,375.0
3023,89,449.0
3024,0,360.0
3025,33,393.0
3026,82,442.0
3027,66,426.0
3028,41,401.0
3029,0,360.0
3030,14,374.0
3031,52,412.0
3032,25,385.0
3033,3,363.0
3034,63,423.0
3035,94,454.0
3036,46,406.0
3037,67,427.0
3038,47,407.0
3039,77,437.0
3040,20,380.0
3041,40,400.0
3042,32,392.0
3043,5,365.0
3044,91,451.0
3045,24,384.0
3046,24,384.0
3047,18,378.0
3048,80,440.0
3049,53,413.0
3050,93,453.0
3051,12,372.0
3052,59,419.0
3053,59,419.0
3054,66,426.0
3055,42,402.0
3056,96,456.0
3057,77,437.0
3058,30,390.0
3059,53,413.0
3060,31,391.0
3061,59,419.0
3062,30,390.0
3063,29,389.0
3064,64,424.0
3065,62,422.0
3066,25,385.0
3067,38,398.0
3068,66,426.0
3069,4,364.0
3070,48,408.0
3071,89,449.0
3072,33,393.0
3073,72,432.0
3074,26,386.0
3075,7,367.0
3076,29,389.0
3077,9,369.0
3078,42,402.0
3079,70,430.0
3080,47,407.0
3081,83,443.0
3082,18,378.0
3083,90,450.0
3084,29,389.0
3085,25,385.0
3086,6,366.0
3087,95,455.0
3088,51,411.0
3089,37,397.0
3090,65,425.0
3091,34,394.0
3092,2,362.0
3093,75,435.0
3094,31,391.0
3095,39,399.0
3096,71,431.0
3097,5,365.0
3098,82,442.0
3099,71,431.0
3100,32,392.0
3101,46,406.0
3102,90,450.0
3103,32,392.0
3104,60,420.0
3105,52,412.0
3106,27,387.0
3107,96,456.0
3108,68,428.0
3109,43,403.0
3110,14,374.0
3111,44,404.0
3112,97,457.0
3113,85,445.0
3114,61,421.0
3115,70,430.0
3116,40,400.0
3117,45,405.0
3118,35,395.0
3119,73,433.0
3120,3,363.0
3121,87,447.0
3122,83,443.0
3123,63,423.0
3124,33,393.0
3125,100,460.0
3126,32,392.0
3127,42,402.0
3128,70,430.0
3129,56,416.0
3130,72,432.0
3131,46,406.0
3132,36,396.0
3133,31,391.0
3134,18,378.0
3135,18,378.0
3136,64,424.0
3137,6,366.0
3138,68,428.0
3139,17,377.0
3140,44,404.0
3141,67,427.0
3142,10,370.0
3143,39,399.0
3144,32,392.0
3145,50,410.0
3146,93,453.0
3147,92,452.0
3148,50,410.0
3149,50,410.0
3150,49,409.0
3151,62,422.0
3152,86,446.0
3153,80,440.0
3154,56,416.0
3155,8,368.0
3156,13,373.0
3157,99,459.0
3158,57,417.0
3159,46,406.0
3160,51,411.0
3161,8,368.0
3162,41,401.0
3163,18,378.0
3164,5,365.0
3165,5,365.0
3166,97,457.0
3167,69,429.0
3168,53,413.0
3169,21,381.0
3170,84,444.0
3171,55,415.0
3172,58,418.0
3173,5,365.0
3174,24,384.0
3175,25,385.0
3176,53,413.0
3177,18,378.0
3178,47,407.0
3179,77,437.0
3180,56,416.0
3181,5,365.0
3182,17,377.0
3183,0,360.0
3184,59,419.0
3185,15,375.0
3186,25,385.0
3187,1,361.0
3188,29,389.0
3189,39,399.0
3190,17,377.0
3191,14,374.0
3192,38,398.0
3193,39,399.0
3194,66,426.0
3195,67,427.0
3196,47,407.0
3197,90,450.0
3198,87,447.0
3199,88,448.0
3200,83,443.0
3201,63,423.0
3202,35,395.0
3203,39,399.0
3204,24,384.0
3205,63,423.0
3206,63,423.0
3207,4,364.0
3208,92,452.0
3209,10,370.0
3210,96,456.0
3211,33,393.0
3212,14,374.0
3213,10,370.0
3214,25,385.0
3215,53,413.0
3216,53,413.0
3217,45,405.0
