,Alice_a,out
1664,81,111.0
1665,46,76.0
1666,25,55.0
1667,86,116.0
1668,51,81.0
1669,3,33.0
1670,6,36.0
1671,80,110.0
1672,34,64.0
1673,93,123.0
1674,57,87.0
1675,51,81.0
1676,63,93.0
1677,0,30.0
1678,41,71.0
1679,22,52.0
1680,79,109.0
1681,3,33.0
1682,48,78.0
1683,97,127.0
1684,13,43.0
1685,39,69.0
1686,8,38.0
1687,41,71.0
1688,0,30.0
1689,14,44.0
1690,85,115.0
1691,28,58.0
1692,70,100.0
1693,24,54.0
1694,35,65.0
1695,91,121.0
1696,3,33.0
1697,85,115.0
1698,18,48.0
1699,33,63.0
1700,7,37.0
1701,29,59.0
1702,41,71.0
1703,54,84.0
1704,38,68.0
1705,32,62.0
1706,10,40.0
1707,95,125.0
1708,49,79.0
1709,44,74.0
1710,37,67.0
1711,74,104.0
1712,55,85.0
1713,45,75.0
1714,57,87.0
1715,55,85.0
1716,89,119.0
1717,59,89.0
1718,43,73.0
1719,89,119.0
1720,28,58.0
1721,76,106.0
1722,76,106.0
1723,3,33.0
1724,47,77.0
1725,59,89.0
1726,6,36.0
1727,44,74.0
1728,6,36.0
1729,53,83.0
1730,3,33.0
1731,73,103.0
1732,100,130.0
1733,71,101.0
1734,78,108.0
1735,72,102.0
1736,30,60.0
1737,88,118.0
1738,59,89.0
1739,33,63.0
1740,12,42.0
1741,68,98.0
1742,73,103.0
1743,77,107.0
1744,26,56.0
1745,31,61.0
1746,18,48.0
1747,89,119.0
1748,80,110.0
1749,90,120.0
1750,53,83.0
1751,72,102.0
1752,27,57.0
1753,98,128.0
1754,87,117.0
1755,29,59.0
1756,26,56.0
1757,0,30.0
1758,51,81.0
1759,39,69.0
1760,74,104.0
1761,31,61.0
1762,11,41.0
1763,15,45.0
1764,29,59.0
1765,96,126.0
1766,67,97.0
1767,54,84.0
1768,9,39.0
1769,69,99.0
1770,98,128.0
1771,27,57.0
1772,22,52.0
1773,43,73.0
1774,99,129.0
1775,53,83.0
1776,51,81.0
1777,68,98.0
1778,31,61.0
1779,77,107.0
1780,20,50.0
1781,75,105.0
1782,86,116.0
1783,6,36.0
1784,28,58.0
1785,65,95.0
1786,33,63.0
1787,33,63.0
1788,19,49.0
1789,93,123.0
1790,44,74.0
1791,43,73.0
1792,16,46.0
1793,18,48.0
1794,60,90.0
1795,68,98.0
1796,51,81.0
1797,47,77.0
1798,34,64.0
1799,91,121.0
1800,42,72.0
1801,45,75.0
1802,47,77.0
1803,71,101.0
1804,34,64.0
1805,30,60.0
1806,48,78.0
1807,60,90.0
1808,11,41.0
1809,9,39.0
1810,100,130.0
1811,53,83.0
1812,6,36.0
1813,99,129.0
1814,65,95.0
1815,51,81.0
1816,29,59.0
1817,52,82.0
1818,94,124.0
1819,59,89.0
1820,11,41.0
1821,19,49.0
1822,72,102.0
1823,12,42.0
1824,28,58.0
1825,18,48.0
1826,97,127.0
1827,16,46.0
1828,21,51.0
1829,29,59.0
1830,24,54.0
1831,34,64.0
1832,14,44.0
1833,96,126.0
1834,95,125.0
1835,96,126.0
1836,99,129.0
1837,4,34.0
1838,30,60.0
1839,5,35.0
1840,75,105.0
1841,73,103.0
1842,3,33.0
1843,66,96.0
1844,93,123.0
1845,32,62.0
1846,84,114.0
1847,55,85.0
1848,95,125.0
1849,90,120.0
1850,45,75.0
1851,88,118.0
1852,96,126.0
1853,57,87.0
1854,25,55.0
1855,64,94.0
1856,68,98.0
1857,77,107.0
1858,93,123.0
1859,86,116.0
1860,28,58.0
1861,54,84.0
1862,0,30.0
1863,33,63.0
1864,66,96.0
1865,89,119.0
1866,49,79.0
1867,41,71.0
1868,70,100.0
1869,82,112.0
1870,4,34.0
1871,71,101.0
1872,56,86.0
1873,72,102.0
1874,81,111.0
1875,46,76.0
1876,97,127.0
1877,72,102.0
1878,21,51.0
1879,84,114.0
1880,66,96.0
1881,91,121.0
1882,16,46.0
1883,63,93.0
1884,19,49.0
1885,67,97.0
1886,11,41.0
1887,32,62.0
1888,73,103.0
1889,64,94.0
1890,49,79.0
1891,90,120.0
1892,46,76.0
1893,82,112.0
1894,97,127.0
1895,97,127.0
1896,86,116.0
1897,5,35.0
1898,1,31.0
1899,36,66.0
1900,94,124.0
1901,60,90.0
1902,90,120.0
1903,54,84.0
1904,45,75.0
1905,94,124.0
1906,80,110.0
1907,25,55.0
1908,8,38.0
1909,51,81.0
1910,22,52.0
1911,8,38.0
1912,38,68.0
1913,90,120.0
1914,49,79.0
1915,12,42.0
1916,49,79.0
1917,86,116.0
1918,27,57.0
1919,21,51.0
1920,84,114.0
1921,19,49.0
1922,95,125.0
1923,36,66.0
1924,62,92.0
1925,14,44.0
1926,94,124.0
1927,21,51.0
1928,41,71.0
1929,96,126.0
1930,65,95.0
1931,51,81.0
1932,66,96.0
1933,68,98.0
1934,97,127.0
1935,56,86.0
1936,97,127.0
1937,90,120.0
1938,90,120.0
1939,89,119.0
1940,18,48.0
1941,70,100.0
1942,57,87.0
1943,23,53.0
1944,94,124.0
1945,86,116.0
1946,42,72.0
1947,49,79.0
1948,96,126.0
1949,48,78.0
1950,23,53.0
1951,24,54.0
1952,87,117.0
1953,99,129.0
1954,40,70.0
1955,30,60.0
1956,85,115.0
1957,7,37.0
1958,33,63.0
1959,27,57.0
1960,72,102.0
1961,61,91.0
1962,27,57.0
1963,11,41.0
1964,25,55.0
1965,50,80.0
1966,36,66.0
1967,1,31.0
1968,49,79.0
1969,60,90.0
1970,88,118.0
1971,60,90.0
1972,10,40.0
1973,58,88.0
1974,76,106.0
1975,37,67.0
1976,58,88.0
1977,99,129.0
1978,5,35.0
1979,52,82.0
1980,87,117.0
1981,74,104.0
1982,66,96.0
1983,68,98.0
1984,23,53.0
1985,22,52.0
1986,96,126.0
1987,79,109.0
1988,58,88.0
1989,33,63.0
1990,69,99.0
1991,75,105.0
1992,59,89.0
1993,73,103.0
1994,76,106.0
1995,65,95.0
1996,0,30.0
1997,15,45.0
1998,26,56.0
1999,0,30.0
2000,44,74.0
2001,71,101.0
2002,16,46.0
2003,87,117.0
2004,76,106.0
2005,83,113.0
2006,62,92.0
2007,48,78.0
2008,89,119.0
2009,75,105.0
2010,23,53.0
2011,48,78.0
2012,18,48.0
2013,35,65.0
2014,18,48.0
2015,75,105.0
2016,2,32.0
2017,24,54.0
2018,95,125.0
2019,92,122.0
2020,95,125.0
2021,40,70.0
2022,19,49.0
2023,41,71.0
2024,91,121.0
2025,67,97.0
2026,95,125.0
2027,96,126.0
2028,20,50.0
2029,24,54.0
2030,63,93.0
2031,90,120.0
2032,24,54.0
2033,28,58.0
2034,6,36.0
2035,71,101.0
2036,65,95.0
2037,26,56.0
2038,98,128.0
2039,23,53.0
2040,29,59.0
2041,18,48.0
2042,20,50.0
2043,91,121.0
2044,72,102.0
2045,83,113.0
2046,82,112.0
2047,78,108.0
2048,38,68.0
2049,21,51.0
2050,52,82.0
2051,86,116.0
2052,5,35.0
2053,100,130.0
2054,39,69.0
2055,99,129.0
2056,59,89.0
2057,98,128.0
2058,94,124.0
2059,41,71.0
2060,77,107.0
2061,12,42.0
2062,59,89.0
2063,66,96.0
2064,6,36.0
2065,13,43.0
2066,66,96.0
2067,72,102.0
2068,98,128.0
2069,8,38.0
2070,85,115.0
2071,37,67.0
2072,15,45.0
2073,1,31.0
2074,21,51.0
2075,34,64.0
2076,57,87.0
2077,65,95.0
2078,13,43.0
2079,52,82.0
2080,9,39.0
2081,84,114.0
2082,46,76.0
2083,85,115.0
2084,18,48.0
2085,31,61.0
2086,30,60.0
2087,38,68.0
2088,81,111.0
2089,0,30.0
2090,45,75.0
2091,38,68.0
2092,27,57.0
2093,83,113.0
2094,44,74.0
2095,45,75.0
2096,16,46.0
2097,0,30.0
2098,90,120.0
2099,44,74.0
2100,88,118.0
2101,6,36.0
2102,19,49.0
2103,31,61.0
2104,28,58.0
2105,0,30.0
2106,55,85.0
2107,15,45.0
2108,1,31.0
2109,3,33.0
2110,51,81.0
2111,66,96.0
2112,37,67.0
2113,20,50.0
2114,92,122.0
2115,24,54.0
2116,58,88.0
2117,79,109.0
2118,93,123.0
2119,6,36.0
2120,40,70.0
2121,73,103.0
2122,27,57.0
2123,26,56.0
2124,92,122.0
2125,39,69.0
2126,74,104.0
2127,53,83.0
2128,0,30.0
2129,58,88.0
2130,45,75.0
2131,85,115.0
2132,17,47.0
2133,65,95.0
2134,35,65.0
2135,53,83.0
2136,4,34.0
2137,58,88.0
2138,79,109.0
2139,63,93.0
2140,57,87.0
2141,57,87.0
2142,39,69.0
2143,10,40.0
2144,3,33.0
2145,23,53.0
2146,59,89.0
2147,13,43.0
2148,39,69.0
2149,93,123.0
2150,93,123.0
2151,14,44.0
2152,39,69.0
2153,94,124.0
2154,43,73.0
2155,57,87.0
2156,28,58.0
2157,7,37.0
2158,11,41.0
2159,41,71.0
2160,77,107.0
2161,82,112.0
2162,42,72.0
2163,68,98.0
2164,62,92.0
2165,5,35.0
2166,57,87.0
2167,22,52.0
2168,77,107.0
2169,68,98.0
2170,58,88.0
2171,0,30.0
2172,69,99.0
2173,87,117.0
2174,43,73.0
2175,79,109.0
2176,27,57.0
2177,42,72.0
2178,29,59.0
2179,17,47.0
2180,25,55.0
2181,45,75.0
2182,12,42.0
2183,75,105.0
2184,44,74.0
2185,47,77.0
2186,35,65.0
2187,78,108.0
2188,16,46.0
2189,82,112.0
2190,52,82.0
2191,6,36.0
2192,88,118.0
2193,21,51.0
2194,34,64.0
2195,51,81.0
2196,81,111.0
2197,2,32.0
2198,25,55.0
2199,48,78.0
2200,21,51.0
2201,99,129.0
2202,99,129.0
2203,88,118.0
2204,69,99.0
2205,93,123.0
2206,81,111.0
2207,29,59.0
2208,20,50.0
2209,87,117.0
2210,3,33.0
2211,16,46.0
2212,23,53.0
2213,59,89.0
2214,39,69.0
2215,99,129.0
2216,39,69.0
2217,48,78.0
2218,64,94.0
2219,69,99.0
2220,12,42.0
2221,78,108.0
2222,29,59.0
2223,56,86.0
2224,69,99.0
2225,70,100.0
2226,72,102.0
2227,71,101.0
2228,88,118.0
2229,9,39.0
2230,66,96.0
2231,64,94.0
2232,7,37.0
2233,23,53.0
2234,51,81.0
2235,16,46.0
2236,5,35.0
2237,76,106.0
2238,12,42.0
2239,20,50.0
2240,13,43.0
2241,28,58.0
2242,23,53.0
2243,99,129.0
2244,72,102.0
2245,47,77.0
2246,5,35.0
2247,65,95.0
2248,25,55.0
2249,97,127.0
2250,35,65.0
2251,84,114.0
2252,100,130.0
2253,5,35.0
2254,35,65.0
2255,20,50.0
2256,67,97.0
2257,4,34.0
2258,9,39.0
2259,85,115.0
2260,13,43.0
2261,23,53.0
2262,51,81.0
2263,48,78.0
2264,41,71.0
2265,14,44.0
2266,70,100.0
2267,14,44.0
2268,3,33.0
2269,14,44.0
2270,63,93.0
2271,36,66.0
2272,99,129.0
2273,87,117.0
2274,59,89.0
2275,93,123.0
2276,10,40.0
2277,0,30.0
2278,53,83.0
2279,65,95.0
2280,20,50.0
2281,36,66.0
2282,17,47.0
2283,46,76.0
2284,74,104.0
2285,40,70.0
2286,75,105.0
2287,14,44.0
2288,54,84.0
2289,41,71.0
2290,2,32.0
2291,55,85.0
2292,39,69.0
2293,48,78.0
2294,97,127.0
2295,46,76.0
2296,41,71.0
2297,37,67.0
2298,14,44.0
2299,90,120.0
2300,69,99.0
2301,61,91.0
2302,20,50.0
2303,88,118.0
2304,20,50.0
2305,2,32.0
2306,26,56.0
2307,20,50.0
2308,100,130.0
2309,21,51.0
2310,14,44.0
2311,73,103.0
2312,4,34.0
2313,84,114.0
2314,97,127.0
2315,47,77.0
2316,66,96.0
2317,36,66.0
2318,80,110.0
2319,46,76.0
2320,77,107.0
2321,52,82.0
2322,80,110.0
2323,53,83.0
2324,77,107.0
2325,87,117.0
2326,9,39.0
2327,54,84.0
2328,68,98.0
2329,53,83.0
2330,92,122.0
2331,52,82.0
2332,33,63.0
2333,87,117.0
2334,47,77.0
2335,95,125.0
2336,30,60.0
2337,61,91.0
2338,55,85.0
2339,52,82.0
2340,5,35.0
2341,52,82.0
2342,50,80.0
2343,75,105.0
2344,21,51.0
2345,0,30.0
2346,34,64.0
2347,11,41.0
2348,66,96.0
2349,93,123.0
2350,99,129.0
2351,67,97.0
2352,93,123.0
2353,86,116.0
2354,86,116.0
2355,9,39.0
2356,64,94.0
2357,63,93.0
2358,19,49.0
2359,99,129.0
2360,90,120.0
2361,41,71.0
2362,51,81.0
2363,14,44.0
2364,95,125.0
2365,36,66.0
2366,10,40.0
2367,94,124.0
2368,3,33.0
2369,46,76.0
2370,88,118.0
2371,84,114.0
2372,76,106.0
2373,25,55.0
2374,44,74.0
2375,2,32.0
2376,88,118.0
2377,35,65.0
2378,2,32.0
2379,29,59.0
2380,7,37.0
2381,1,31.0
2382,4,34.0
2383,79,109.0
2384,19,49.0
2385,31,61.0
2386,78,108.0
2387,42,72.0
2388,35,65.0
2389,100,130.0
2390,99,129.0
2391,96,126.0
2392,56,86.0
2393,85,115.0
2394,11,41.0
2395,57,87.0
2396,6,36.0
2397,97,127.0
2398,33,63.0
2399,87,117.0
2400,1,31.0
2401,29,59.0
2402,45,75.0
2403,61,91.0
2404,10,40.0
2405,91,121.0
2406,46,76.0
2407,49,79.0
2408,53,83.0
2409,31,61.0
2410,30,60.0
2411,55,85.0
2412,71,101.0
2413,67,97.0
2414,24,54.0
2415,47,77.0
2416,75,105.0
2417,36,66.0
2418,81,111.0
2419,45,75.0
2420,7,37.0
2421,39,69.0
2422,41,71.0
2423,62,92.0
2424,1,31.0
2425,69,99.0
2426,52,82.0
2427,35,65.0
2428,36,66.0
2429,99,129.0
2430,98,128.0
2431,35,65.0
2432,95,125.0
2433,40,70.0
2434,97,127.0
2435,84,114.0
2436,79,109.0
2437,55,85.0
2438,15,45.0
2439,23,53.0
2440,31,61.0
2441,64,94.0
2442,29,59.0
2443,77,107.0
2444,66,96.0
2445,46,76.0
2446,58,88.0
2447,44,74.0
2448,22,52.0
2449,10,40.0
2450,72,102.0
2451,14,44.0
2452,9,39.0
2453,37,67.0
2454,59,89.0
2455,75,105.0
2456,58,88.0
2457,51,81.0
2458,13,43.0
2459,32,62.0
2460,26,56.0
2461,30,60.0
2462,23,53.0
2463,100,130.0
2464,19,49.0
2465,13,43.0
2466,65,95.0
2467,64,94.0
2468,37,67.0
2469,21,51.0
2470,25,55.0
2471,57,87.0
2472,99,129.0
2473,41,71.0
2474,2,32.0
2475,74,104.0
2476,1,31.0
2477,78,108.0
2478,99,129.0
2479,71,101.0
2480,88,118.0
2481,56,86.0
2482,80,110.0
2483,96,126.0
2484,76,106.0
2485,19,49.0
2486,15,45.0
2487,39,69.0
2488,29,59.0
2489,59,89.0
2490,43,73.0
2491,54,84.0
2492,48,78.0
2493,19,49.0
2494,17,47.0
2495,56,86.0
2496,49,79.0
2497,97,127.0
2498,75,105.0
2499,40,70.0
2500,54,84.0
2501,52,82.0
2502,29,59.0
2503,40,70.0
2504,54,84.0
2505,97,127.0
2506,84,114.0
2507,53,83.0
2508,25,55.0
2509,90,120.0
2510,78,108.0
2511,8,38.0
2512,28,58.0
2513,77,107.0
2514,46,76.0
2515,70,100.0
2516,47,77.0
2517,47,77.0
2518,42,72.0
2519,66,96.0
2520,18,48.0
2521,46,76.0
2522,38,68.0
2523,47,77.0
2524,74,104.0
2525,4,34.0
2526,4,34.0
2527,64,94.0
2528,27,57.0
2529,40,70.0
2530,71,101.0
2531,43,73.0
2532,25,55.0
2533,46,76.0
2534,44,74.0
2535,74,104.0
2536,22,52.0
2537,42,72.0
2538,9,39.0
2539,61,91.0
2540,53,83.0
2541,67,97.0
2542,3,33.0
2543,92,122.0
2544,44,74.0
2545,29,59.0
2546,85,115.0
2547,29,59.0
2548,14,44.0
2549,30,60.0
2550,90,120.0
2551,43,73.0
2552,20,50.0
2553,74,104.0
2554,62,92.0
2555,31,61.0
2556,67,97.0
2557,98,128.0
2558,69,99.0
2559,15,45.0
2560,7,37.0
2561,48,78.0
2562,4,34.0
2563,40,70.0
2564,95,125.0
2565,9,39.0
2566,96,126.0
2567,94,124.0
2568,92,122.0
2569,44,74.0
2570,54,84.0
2571,68,98.0
2572,72,102.0
2573,75,105.0
2574,92,122.0
2575,2,32.0
2576,44,74.0
2577,20,50.0
2578,63,93.0
2579,93,123.0
2580,7,37.0
2581,34,64.0
2582,100,130.0
2583,55,85.0
2584,32,62.0
2585,72,102.0
2586,35,65.0
2587,40,70.0
2588,35,65.0
2589,89,119.0
2590,36,66.0
2591,85,115.0
2592,6,36.0
2593,75,105.0
2594,90,120.0
2595,63,93.0
2596,66,96.0
2597,24,54.0
2598,83,113.0
2599,96,126.0
2600,15,45.0
2601,20,50.0
2602,96,126.0
2603,53,83.0
2604,16,46.0
2605,60,90.0
2606,84,114.0
2607,0,30.0
2608,48,78.0
2609,65,95.0
2610,11,41.0
2611,30,60.0
2612,88,118.0
2613,80,110.0
2614,61,91.0
2615,44,74.0
2616,73,103.0
2617,31,61.0
2618,53,83.0
2619,66,96.0
2620,79,109.0
2621,48,78.0
2622,83,113.0
2623,75,105.0
2624,90,120.0
2625,55,85.0
2626,0,30.0
2627,5,35.0
2628,41,71.0
2629,93,123.0
2630,33,63.0
2631,20,50.0
2632,26,56.0
2633,19,49.0
2634,51,81.0
2635,48,78.0
2636,95,125.0
2637,86,116.0
2638,50,80.0
2639,74,104.0
2640,79,109.0
2641,97,127.0
2642,18,48.0
2643,64,94.0
2644,95,125.0
2645,66,96.0
2646,47,77.0
2647,13,43.0
2648,75,105.0
2649,58,88.0
2650,87,117.0
2651,67,97.0
2652,4,34.0
2653,63,93.0
2654,22,52.0
2655,23,53.0
2656,77,107.0
2657,75,105.0
2658,48,78.0
2659,20,50.0
2660,27,57.0
2661,85,115.0
2662,32,62.0
2663,12,42.0
2664,24,54.0
2665,16,46.0
2666,18,48.0
2667,86,116.0
2668,38,68.0
2669,82,112.0
2670,99,129.0
2671,75,105.0
2672,70,100.0
2673,68,98.0
2674,43,73.0
2675,18,48.0
2676,33,63.0
2677,70,100.0
2678,80,110.0
2679,75,105.0
2680,38,68.0
2681,19,49.0
2682,88,118.0
2683,82,112.0
2684,21,51.0
2685,15,45.0
2686,1,31.0
2687,98,128.0
2688,100,130.0
2689,90,120.0
2690,91,121.0
2691,72,102.0
2692,69,99.0
2693,90,120.0
2694,24,54.0
2695,34,64.0
2696,90,120.0
2697,26,56.0
2698,60,90.0
2699,13,43.0
2700,74,104.0
2701,33,63.0
2702,15,45.0
2703,40,70.0
2704,25,55.0
2705,71,101.0
2706,95,125.0
2707,63,93.0
2708,22,52.0
2709,97,127.0
2710,90,120.0
2711,31,61.0
2712,17,47.0
2713,98,128.0
2714,82,112.0
2715,54,84.0
2716,15,45.0
2717,2,32.0
2718,1,31.0
2719,67,97.0
2720,28,58.0
2721,74,104.0
2722,61,91.0
2723,70,100.0
2724,8,38.0
2725,37,67.0
2726,65,95.0
2727,41,71.0
2728,45,75.0
2729,22,52.0
2730,69,99.0
2731,16,46.0
2732,84,114.0
2733,34,64.0
2734,0,30.0
2735,62,92.0
2736,26,56.0
2737,100,130.0
2738,23,53.0
2739,73,103.0
2740,89,119.0
2741,8,38.0
2742,71,101.0
2743,55,85.0
2744,70,100.0
2745,87,117.0
2746,41,71.0
2747,71,101.0
2748,63,93.0
2749,36,66.0
2750,27,57.0
2751,1,31.0
2752,51,81.0
2753,24,54.0
2754,61,91.0
2755,31,61.0
2756,66,96.0
2757,76,106.0
2758,67,97.0
2759,97,127.0
2760,51,81.0
2761,11,41.0
2762,26,56.0
2763,18,48.0
2764,91,121.0
2765,26,56.0
2766,76,106.0
2767,64,94.0
2768,78,108.0
2769,16,46.0
2770,21,51.0
2771,8,38.0
2772,45,75.0
2773,68,98.0
2774,50,80.0
2775,95,125.0
2776,26,56.0
2777,91,121.0
2778,81,111.0
2779,65,95.0
2780,44,74.0
2781,50,80.0
2782,21,51.0
2783,69,99.0
2784,23,53.0
2785,38,68.0
2786,42,72.0
2787,1,31.0
2788,60,90.0
2789,91,121.0
2790,83,113.0
2791,73,103.0
2792,91,121.0
2793,100,130.0
2794,10,40.0
2795,42,72.0
2796,84,114.0
2797,100,130.0
2798,63,93.0
2799,69,99.0
2800,30,60.0
2801,52,82.0
2802,72,102.0
2803,41,71.0
2804,57,87.0
2805,31,61.0
2806,44,74.0
2807,59,89.0
2808,39,69.0
2809,50,80.0
2810,2,32.0
2811,70,100.0
2812,47,77.0
2813,26,56.0
2814,32,62.0
2815,57,87.0
2816,74,104.0
2817,68,98.0
2818,84,114.0
2819,14,44.0
2820,1,31.0
2821,56,86.0
2822,97,127.0
2823,5,35.0
2824,14,44.0
2825,38,68.0
2826,50,80.0
2827,94,124.0
2828,25,55.0
2829,14,44.0
2830,44,74.0
2831,0,30.0
2832,6,36.0
2833,73,103.0
2834,72,102.0
2835,98,128.0
2836,34,64.0
2837,5,35.0
2838,71,101.0
2839,1,31.0
2840,32,62.0
2841,23,53.0
2842,20,50.0
2843,42,72.0
2844,64,94.0
2845,88,118.0
2846,12,42.0
2847,17,47.0
2848,64,94.0
2849,4,34.0
2850,46,76.0
2851,3,33.0
2852,20,50.0
2853,89,119.0
2854,84,114.0
2855,72,102.0
2856,76,106.0
2857,55,85.0
2858,89,119.0
2859,7,37.0
2860,58,88.0
2861,11,41.0
2862,57,87.0
2863,61,91.0
2864,10,40.0
2865,61,91.0
2866,3,33.0
2867,30,60.0
2868,93,123.0
2869,31,61.0
2870,39,69.0
2871,0,30.0
2872,69,99.0
2873,5,35.0
2874,78,108.0
2875,21,51.0
2876,87,117.0
2877,72,102.0
2878,70,100.0
2879,17,47.0
2880,89,119.0
2881,7,37.0
2882,91,121.0
2883,5,35.0
2884,20,50.0
2885,78,108.0
2886,19,49.0
2887,85,115.0
2888,36,66.0
2889,14,44.0
2890,39,69.0
2891,3,33.0
2892,59,89.0
2893,22,52.0
2894,7,37.0
2895,56,86.0
2896,23,53.0
2897,55,85.0
2898,42,72.0
2899,46,76.0
2900,45,75.0
2901,62,92.0
2902,19,49.0
2903,0,30.0
2904,23,53.0
2905,95,125.0
2906,8,38.0
2907,7,37.0
2908,89,119.0
2909,50,80.0
2910,63,93.0
2911,98,128.0
2912,90,120.0
2913,32,62.0
2914,94,124.0
2915,81,111.0
2916,79,109.0
2917,35,65.0
2918,75,105.0
2919,75,105.0
2920,82,112.0
2921,11,41.0
2922,38,68.0
2923,0,30.0
2924,44,74.0
2925,76,106.0
2926,27,57.0
2927,35,65.0
2928,82,112.0
2929,88,118.0
2930,42,72.0
2931,52,82.0
2932,97,127.0
2933,74,104.0
2934,86,116.0
2935,68,98.0
2936,47,77.0
2937,69,99.0
2938,11,41.0
2939,54,84.0
2940,29,59.0
2941,90,120.0
2942,72,102.0
2943,67,97.0
2944,61,91.0
2945,4,34.0
2946,68,98.0
2947,91,121.0
2948,60,90.0
2949,10,40.0
2950,31,61.0
2951,3,33.0
2952,48,78.0
2953,38,68.0
2954,33,63.0
2955,23,53.0
2956,37,67.0
2957,58,88.0
2958,54,84.0
2959,64,94.0
2960,88,118.0
2961,34,64.0
2962,39,69.0
2963,41,71.0
2964,54,84.0
2965,74,104.0
2966,1,31.0
2967,48,78.0
2968,64,94.0
2969,70,100.0
2970,76,106.0
2971,36,66.0
2972,91,121.0
2973,33,63.0
2974,32,62.0
2975,0,30.0
2976,6,36.0
2977,96,126.0
2978,48,78.0
2979,3,33.0
2980,0,30.0
2981,5,35.0
2982,2,32.0
2983,19,49.0
2984,16,46.0
2985,68,98.0
2986,40,70.0
2987,62,92.0
2988,53,83.0
2989,30,60.0
2990,35,65.0
2991,12,42.0
2992,43,73.0
2993,99,129.0
2994,2,32.0
2995,85,115.0
2996,22,52.0
2997,19,49.0
2998,18,48.0
2999,99,129.0
3000,88,118.0
3001,55,85.0
3002,54,84.0
3003,51,81.0
3004,1,31.0
3005,31,61.0
3006,86,116.0
3007,14,44.0
3008,50,80.0
3009,37,67.0
3010,17,47.0
3011,53,83.0
3012,36,66.0
3013,78,108.0
3014,64,94.0
3015,72,102.0
3016,57,87.0
3017,42,72.0
3018,10,40.0
3019,77,107.0
3020,67,97.0
3021,3,33.0
3022,29,59.0
3023,60,90.0
3024,3,33.0
3025,61,91.0
3026,49,79.0
3027,12,42.0
3028,75,105.0
3029,34,64.0
3030,17,47.0
3031,100,130.0
3032,82,112.0
3033,17,47.0
3034,40,70.0
3035,77,107.0
3036,53,83.0
3037,3,33.0
3038,63,93.0
3039,65,95.0
3040,73,103.0
3041,5,35.0
3042,74,104.0
3043,100,130.0
3044,73,103.0
3045,99,129.0
3046,25,55.0
3047,33,63.0
3048,98,128.0
3049,52,82.0
3050,40,70.0
3051,15,45.0
3052,85,115.0
3053,57,87.0
3054,14,44.0
3055,33,63.0
3056,0,30.0
3057,49,79.0
3058,24,54.0
3059,64,94.0
3060,97,127.0
3061,50,80.0
3062,4,34.0
3063,9,39.0
3064,78,108.0
3065,2,32.0
3066,26,56.0
3067,29,59.0
3068,41,71.0
3069,8,38.0
3070,13,43.0
3071,4,34.0
3072,11,41.0
3073,91,121.0
3074,3,33.0
3075,81,111.0
3076,10,40.0
3077,75,105.0
3078,48,78.0
3079,13,43.0
3080,30,60.0
3081,30,60.0
3082,50,80.0
3083,97,127.0
3084,72,102.0
3085,22,52.0
3086,96,126.0
3087,61,91.0
3088,97,127.0
3089,40,70.0
3090,62,92.0
3091,72,102.0
3092,2,32.0
3093,18,48.0
3094,18,48.0
3095,52,82.0
3096,61,91.0
3097,44,74.0
3098,93,123.0
3099,20,50.0
3100,18,48.0
3101,72,102.0
3102,9,39.0
3103,77,107.0
3104,20,50.0
3105,8,38.0
3106,73,103.0
3107,41,71.0
3108,26,56.0
3109,51,81.0
3110,93,123.0
3111,68,98.0
3112,27,57.0
3113,46,76.0
3114,71,101.0
3115,56,86.0
3116,74,104.0
3117,97,127.0
3118,22,52.0
3119,97,127.0
3120,24,54.0
3121,56,86.0
3122,52,82.0
3123,20,50.0
3124,48,78.0
3125,37,67.0
3126,6,36.0
3127,53,83.0
3128,74,104.0
3129,64,94.0
3130,18,48.0
3131,55,85.0
3132,39,69.0
3133,18,48.0
3134,24,54.0
3135,3,33.0
3136,26,56.0
3137,7,37.0
3138,99,129.0
3139,11,41.0
3140,78,108.0
3141,87,117.0
3142,15,45.0
3143,4,34.0
3144,72,102.0
3145,57,87.0
3146,53,83.0
3147,30,60.0
3148,38,68.0
3149,54,84.0
3150,20,50.0
3151,0,30.0
3152,66,96.0
3153,44,74.0
3154,52,82.0
3155,68,98.0
3156,7,37.0
3157,75,105.0
3158,93,123.0
3159,51,81.0
3160,83,113.0
3161,47,77.0
3162,82,112.0
3163,0,30.0
3164,43,73.0
3165,42,72.0
3166,100,130.0
3167,24,54.0
3168,91,121.0
3169,45,75.0
3170,84,114.0
3171,91,121.0
3172,88,118.0
3173,16,46.0
3174,61,91.0
3175,97,127.0
3176,47,77.0
3177,73,103.0
3178,64,94.0
3179,88,118.0
3180,26,56.0
3181,74,104.0
3182,86,116.0
3183,56,86.0
3184,35,65.0
3185,86,116.0
3186,69,99.0
3187,39,69.0
3188,87,117.0
3189,87,117.0
3190,94,124.0
3191,33,63.0
3192,44,74.0
3193,24,54.0
3194,18,48.0
3195,37,67.0
3196,54,84.0
3197,51,81.0
3198,33,63.0
3199,78,108.0
3200,0,30.0
3201,38,68.0
3202,80,110.0
3203,72,102.0
3204,4,34.0
3205,88,118.0
3206,37,67.0
3207,67,97.0
3208,85,115.0
3209,13,43.0
3210,18,48.0
3211,18,48.0
3212,60,90.0
3213,77,107.0
3214,51,81.0
3215,69,99.0
3216,2,32.0
3217,52,82.0
